SAMPLE NAME,SAMPLE POSITION,METHOD,DATA FILE,SAMPLE TYPE,LEVEL NAME
2306060100,P1F9,BHP.m,060623_BHP_2306060100,,
2306060008,P1F11,BHP.m,060623_BHP_2306060008,,
2306060117,P1G3,BHP.m,060623_BHP_2306060117,,
2306060087,P1G5,BHP.m,060623_BHP_2306060087,,
2306060047,P1G6,BHP.m,060623_BHP_2306060047,,
2306060017,P1G7,BHP.m,060623_BHP_2306060017,,
2306060096,P1G9,BHP.m,060623_BHP_2306060096,,
2306060005,P1G11,BHP.m,060623_BHP_2306060005,,
2306060094,P1H3,BHP.m,060623_BHP_2306060094,,
2306060132,P1H4,BHP.m,060623_BHP_2306060132,,
2306060079,P1H5,BHP.m,060623_BHP_2306060079,,
2306060043,P1H6,BHP.m,060623_BHP_2306060043,,
2306060012,P1H7,BHP.m,060623_BHP_2306060012,,
2306060089,P1H9,BHP.m,060623_BHP_2306060089,,
CAL0001POST,P1A1,BHP.m,060623_BHP_CAL0001POST,Calibration,L1
QN123060613POST,P1B1,BHP.m,060623_BHP_QN123060613POST,QC,QC1
QN123060625POST,P1C1,BHP.m,060623_BHP_QN123060625POST,QC,QC2
NEG0001POST,P1D1,BHP.m,060623_BHP_NEG0001POST,,
CAL0002,P2A1,BHP.m,060623_BHP_CAL0002,Calibration,L1
QN223060613,P2B1,BHP.m,060623_BHP_QN223060613,QC,QC1
QN223060625,P2C1,BHP.m,060623_BHP_QN223060625,QC,QC2
NEG0002,P2D1,BHP.m,060623_BHP_NEG0002,,
2306060112,P2A2,BHP.m,060623_BHP_2306060112,,
2306060048,P2A3,BHP.m,060623_BHP_2306060048,,
2306060082,P2A4,BHP.m,060623_BHP_2306060082,,
2306060003,P2A7,BHP.m,060623_BHP_2306060003,,
2306060162,P2A8,BHP.m,060623_BHP_2306060162,,
2306060194,P2A11,BHP.m,060623_BHP_2306060194,,
2306060201,P2A12,BHP.m,060623_BHP_2306060201,,
2306060101,P2B2,BHP.m,060623_BHP_2306060101,,
2306060036,P2B3,BHP.m,060623_BHP_2306060036,,
2306060148,P2B7,BHP.m,060623_BHP_2306060148,,
2306060156,P2B8,BHP.m,060623_BHP_2306060156,,
2306060141,P2B10,BHP.m,060623_BHP_2306060141,,
2306060188,P2B11,BHP.m,060623_BHP_2306060188,,
2306060016,P2C3,BHP.m,060623_BHP_2306060016,,
2306060173,P2C9,BHP.m,060623_BHP_2306060173,,
2306060046,P2D6,BHP.m,060623_BHP_2306060046,,
2306060159,P2D7,BHP.m,060623_BHP_2306060159,,
2306060172,P2D8,BHP.m,060623_BHP_2306060172,,
2306060189,P2D10,BHP.m,060623_BHP_2306060189,,
2306060206,P2D12,BHP.m,060623_BHP_2306060206,,
2306060002,P2E3,BHP.m,060623_BHP_2306060002,,
2306060154,P2E7,BHP.m,060623_BHP_2306060154,,
2306060184,P2E10,BHP.m,060623_BHP_2306060184,,
2306060190,P2E11,BHP.m,060623_BHP_2306060190,,
2306060131,P2F1,BHP.m,060623_BHP_2306060131,,
2306060023,P2F4,BHP.m,060623_BHP_2306060023,,
2306060025,P2F6,BHP.m,060623_BHP_2306060025,,
2306060151,P2F7,BHP.m,060623_BHP_2306060151,,
2306060163,P2F8,BHP.m,060623_BHP_2306060163,,
2306060179,P2F10,BHP.m,060623_BHP_2306060179,,
2306060204,P2F11,BHP.m,060623_BHP_2306060204,,
2306060062,P2G2,BHP.m,060623_BHP_2306060062,,
2306060019,P2G4,BHP.m,060623_BHP_2306060019,,
2306060142,P2G7,BHP.m,060623_BHP_2306060142,,
2306060171,P2G9,BHP.m,060623_BHP_2306060171,,
2306060174,P2G10,BHP.m,060623_BHP_2306060174,,
2306060199,P2G11,BHP.m,060623_BHP_2306060199,,
2306060120,P2H1,BHP.m,060623_BHP_2306060120,,
2306060011,P2H4,BHP.m,060623_BHP_2306060011,,
2306060134,P2H7,BHP.m,060623_BHP_2306060134,,
2306060160,P2H9,BHP.m,060623_BHP_2306060160,,
2306060200,P2H10,BHP.m,060623_BHP_2306060200,,
CAL0002POST,P2A1,BHP.m,060623_BHP_CAL0002POST,Calibration,L1
QN223060613POST,P2B1,BHP.m,060623_BHP_QN223060613POST,QC,QC1
QN223060625POST,P2C1,BHP.m,060623_BHP_QN223060625POST,QC,QC2
NEG0002POST,P2D1,BHP.m,060623_BHP_NEG0002POST,,
